Data      810429312  2  2 B   -     -     -         1065   10   15 
Data      810429315  2  1 Bf  -     -     -         1070    5    0 
Data      810429317  2  2 B   -     -     -         1065   10   15 
Data      810429319  2  1 Br  b     -     -         1070   30   50 
Data      810429332  2  2 Bf  -     -     -         1090   10    0 
Data      810429341  2  1 Br  b     k     k         1080   30    0 Kc 9d
Data      810429364  3  3 f   -     -     -         1050    0    0 
Data      810429370  3  2 Bf  -     -     -         1050   10    0 
Data      810429375  3  1 Br  k     kc    k         1040   40   80 Qd 6c
Data      810429396  3  3 r   -     -     -         1080   20   35 
Data      810429407  3  2 B   -     -     -         1095   10   15 
Data      810429412  3  1 Br  b     kr    -         1100   70  120 
Data      810429435  3  3 f   -     -     -         1150    0    0 
Data      810429439  3  2 B   -     -     -         1150   10   15 
Data      810429445  3  1 Bf  -     -     -         1155    5    0 
Data      810429447  3  3 r   c     r     b         1150   90  170 
Data      810429484  3  2 Bc  kf    -     -         1230   20    0 
Data      810429501  3  1 Bf  -     -     -         1210    5    0 
Data      810429505  3  3 f   -     -     -         1205    0    0 
Data      810429518  3  2 B   -     -     -         1205   10   15 
Data      810429524  3  1 Br  b     -     -         1210   30   50 
Data      810429540  3  3 f   -     -     -         1230    0    0 
Data      810429548  3  2 Bf  -     -     -         1230   10    0 
Data      810429554  3  1 Bf  -     -     -         1220    5    0 
Data      810429558  3  3 r   -     -     -         1215   20   35 
Data      810429564  3  2 Bc  kc    k     b         1230   50    0 Ac 8d
Data      810429588  3  1 Bf  -     -     -         1180    5    0 
Data      810429593  3  3 rc  c     f     -         1175   40    0 
Data      810429631  3  2 Bf  -     -     -         1135   10    0 
Data      810429637  3  1 Bf  -     -     -         1125    5    0 
Data      810429641  3  3 c   b     -     -         1120   20   40 
Data      810429658  3  2 Bc  c     b     f         1140   50    0 
Data      810429688  3  1 Bf  -     -     -         1090    5    0 
Data      810429728  4  4 c   f     Q     -         1085   10    0 
Data      810432042  3  3 rc  f     -     -         1075   30    0 
Data      810432072  3  2 B   -     -     -         1045   10   15 
Data      810432078  3  1 Bc  kf    -     -         1050   10    0 
Data      810432112  3  3 rc  c     r     b         1040  100    0 Qh 8c
Data      810432145  3  2 Bf  -     -     -          940   10    0 
Data      810432153  3  1 Bcc kf    -     -          930   20    0 
Data      810432193  3  3 r   b     -     -          910   30   55 
Data      810432204  4  2 Bk  bf    -     -          935   20    0 
Data      810432229  4  1 Bc  k     kc    b          915   60    0 Ad 7c
Data      810432296  4  4 r   c     f     -          855   30    0 
Data      810432334  4  3 Q   -     -     -          825    0    0 
Data      810432578  4  2 Bk  bc    kf    -          825   30    0 
Data      810432627  4  1 Bc  k     bc    kfQ        795   50    0 
Data      810432887  4  4 r   b     r     k          745   70    0 3c Ac
Data      810432922  4  3 f   -     -     -          675    0    0 
Data      810432949  4  2 Bk  k     k     k          675   10   20 Kc 2d
Data      810433015  4  1 Bf  -     -     -          685    5    0 
Data      810433060  5  4 f   -     -     -          680    0    0 
Data      810433129  6  3 f   Q     -     -          680    0    0 
Data      810435480  7  5 r   b     -     -          680   30   65 
Data      810435546  6  2 f   -     -     -          715    0    0 
Data      810435644  5  1 Bf  -     -     -          715   10    0 
Data      810435663  5  1 Br  kc    b     b          705   70    0 As 4h
Data      810435706  4  4 r   b     b     b          635   70  130 
Data      810435738  4  4 r   b     -     -          695   30   55 
Data      810435751  4  3 f   -     -     -          720    0    0 
Data      810435774  5  3 f   -     -     -          720    0    0 
Data      810435803  5  2 Bk  b     k     b          720   40   90 2d Jh
Data      810435846  5  1 Bf  -     -     -          770    5    0 
Data      810435877  5  5 f   -     -     -          765    0    0 
Data      810435927  5  4 f   -     -     -          765    0    0 
Data      810435994  5  3 Q   -     -     -          765    0    0 
Data      810436475  8  6 c   k     b     -          765   30   50 
Data      810436526  9  6 f   -     -     -          785    0    0 
Data      810436666 10  4 c   f     -     -          785   10    0 
Data      810436734 11  4 c   kf    -     -          775   10    0 
Data      810436807 11  3 f   -     -     -          765    0    0 
Data      810436854  9  2 Bk  kc    kf    -          765   20    0 
Data      810436978  9  1 Bf  -     -     -          745    5    0 
Data      810437085 10 10 c   c     f     -          740   40    0 
Data      810437150  9  9 f   -     -     -          700    0    0 
Data      810437240 10  8 f   -     -     -          700    0    0 
Data      810437332 11  7 f   -     -     -          700    0    0 
Data      810437472 12  6 f   -     -     -          700    0    0 
Data      810437586 11  4 cc  kf    -     -          700   20    0 
Data      810437648 12  4 f   -     -     -          680    0    0 
Data      810437746 12  3 f   -     -     -          680    0    0 
Data      810437853 12  2 Bk  k     b     b          680   50  130 Kc Td
Data      810438099  9  1 Bf  -     -     -          760    5    0 
Data      810438175  9  9 Q   -     -     -          755    0    0 
Data      810438258 10  7 fQQQ -     -     -          755    0    0 
Data      810509472  6  6 f   -     -     -          755    0    0 
Data      810509540  7  4 f   -     -     -          755    0    0 
Data      810509605  9  3 f   -     -     -          755    0    0 
Data      810509654 10  2 Br  kf    -     -          755   20    0 
Data      810509706  8  1 BQ  -     -     -          735    5    0 
Data      810510793 10  2 Bk  bc    br    b          730  110    0 8c Ah
Data      810510872 10  1 Bf  -     -     -          620    5    0 
Data      810510934  8  8 f   -     -     -          615    0    0 
Data      810511003  8  7 f   -     -     -          615    0    0 
Data      810511126  8  7 f   -     -     -          615    0    0 
Data      810511212  7  5 f   -     -     -          615    0    0 
Data      810511261  6  4 f   -     -     -          615    0    0 
Data      810511326  6  2 cc  f     -     -          615   20    0 
Data      810511400  6  2 Bk  bc    kf    -          595   30    0 
Data      810511450  6  1 Bc  k     kf    -          565   10    0 
Data      810511499  6  6 f   -     -     -          555    0    0 
Data      810511563  6  5 r   b     b     b          555   70  145 
Data      810511614  7  5 f   -     -     -          630    0    0 
Data      810511694  9  5 f   -     -     -          630    0    0 
Data      810511756  8  3 f   -     -     -          630    0    0 
Data      810511842  7  2 Bf  -     -     -          630   10    0 
Data      810511867  7  1 Bc  bc    kf    -          620   40    0 
Data      810511916  7  3 Q   -     -     -          580    0    0 
Data      810512127  7  3 f   -     -     -          580    0    0 
Data      810512170  7  2 Bk  b     bf    -          580   40    0 
Data      810512216  7  1 Bf  -     -     -          540    5    0 
Data      810512247  6  6 r   r     b     k          535   60    0 Ac 4d
Data      810512338  6  5 f   -     -     -          475    0    0 
Data      810512421  5  3 c   b     k     b          475   40   85 Qd 6d
Data      810512465  6  2 Bk  kc    kr    b          520   80  190 8s Kd
Data      810512531  6  1 Bc  kc    kr    b          630   80  160 7s Qs
Data      810512581  5  5 r   -     -     -          710   20   35 
Data      810512615  4  3 f   -     -     -          725    0    0 
Data      810512656  4  2 Bk  k     b     k          725   30    0 Th 4h
Data      810512706  4  1 Bf  -     -     -          695    5    0 
Data      810512756  3  3 f   -     -     -          690    0    0 
Data      810512779  3  3 f   -     -     -          690    0    0 
Data      810512812  3  2 Br  bc    c     b          690   80    0 Tc Kd
Data      810512856  3  1 Bf  -     -     -          610    5    0 
Data      810512869  3  3 f   -     -     -          605    0    0 
Data      810512891  3  2 B   -     -     -          605   10   15 
Data      810512898  4  1 Bcc kc    k     b          610   50   80 
Data      810512935  4  4 f   -     -     -          640    0    0 
Data      810512957  4  3 f   -     -     -          640    0    0 
Data      810512999  4  2 Bk  bc    kc    kc         640   70    0 Jh Tc
Data      810513046  4  1 Bf  -     -     -          570    5    0 
Data      810513097  4  4 fQ  -     -     -          565    0    0 
Data      810513278  4  3 c   bc    k     b          565   50  135 Kh Qh
Data      810513341  4  2 Br  r     c     c          650   80  180 Jh Jc
Data      810513399  4  1 Bc  k     b     kf         750   30    0 
Data      810513443  4  4 f   -     -     -          720    0    0 
Data      810513484  4  3 f   -     -     -          720    0    0 
Data      810513518  4  2 Bk  b     k     kf         720   20    0 
Data      810513567  4  1 Bf  -     -     -          700    5    0 
Data      810513573  4  4 c   bc    f     -          695   40    0 
Data      810513642  4  3 r   k     r     b          655   80  150 
Data      810513696  4  2 Br  k     b     -          725   40   60 
Data      810513726  4  1 Bc  kc    bc    k          745   70  150 Th Ah
Data      810513778  4  4 r   -     -     -          825   20   35 
Data      810513791  4  2 c   k     b     b          840   50  100 Qd Qc
Data      810513846  4  2 Bk  bc    kc    b          890   70  145 6s Jc
Data      810513893  4  1 Bf  -     -     -          965    5    0 
Data      810513914  5  5 c   rf    -     -          960   30    0 
Data      810514029  4  3 r   k     b     -          930   40   70 
Data      810514059  4  2 Bk  kc    kr    k          960   60    0 2c 6c
Data      810514111  5  1 Bc  b     b     -          900   40   80 
Data      810514170  5  5 f   -     -     -          940    0    0 
Data      810514229  5  4 f   -     -     -          940    0    0 
Data      810514285  5  3 f   -     -     -          940    0    0 
Data      810514336  5  2 Bf  -     -     -          940   10    0 
Data      810514352  5  1 Bf  -     -     -          930    5    0 
Data      810514434  5  5 Q   -     -     -          925    0    0 
Data      810514970  4  3 f   -     -     -          925    0    0 
Data      810515000  5  2 Br  k     b     b          925   60  125 Qh Qd
Data      810515031  5  1 Bf  -     -     -          990    5    0 
Data      810515085  5  5 f   -     -     -          985    0    0 
Data      810515139  5  4 f   -     -     -          985    0    0 
Data      810515184  5  3 f   -     -     -          985    0    0 
Data      810515230  5  2 Bk  k     k     b          985   30   50 
Data      810515267  5  1 Br  b     k     k         1005   30    0 4h 4d
Data      810515299  5  5 f   -     -     -          975    0    0 
Data      810515314  5  4 f   -     -     -          975    0    0 
Data      810515350  4  2 Bc  b     b     b          975   70  145 
Data      810515407  4  1 Bf  -     -     -         1050    5    0 
Data      810515414  4  4 f   -     -     -         1045    0    0 
Data      810515419  4  3 f   -     -     -         1045    0    0 
Data      810515425  5  3 c   rc    kc    bc        1045  100  240 4h 4s
Data      810515500  5  2 Bf  -     -     -         1185   10    0 
Data      810515552  5  1 Bf  -     -     -         1175    5    0 
Data      810515568  5  5 c   b     -     -         1170   20   40 
Data      810515599  5  4 f   -     -     -         1190    0    0 
Data      810515649  5  3 f   -     -     -         1190    0    0 
Data      810515707  5  2 Bk  b     -     -         1190   20   40 
Data      810515754  5  1 Bf  -     -     -         1210    5    0 
Data      810515813  5  5 f   -     -     -         1205    0    0 
Data      810515825  4  3 f   -     -     -         1205    0    0 
Data      810515863  4  2 Bk  k     k     k         1205   10   10 2d 2s
Data      810515900  4  1 Bc  k     b     k         1205   30   60 9h Ks
Data      810515944  4  4 f   -     -     -         1235    0    0 
Data      810515963  4  3 f   -     -     -         1235    0    0 
Data      810515993  4  2 Br  b     -     -         1235   30   55 
Data      810516019  3  1 Bc  b     k     k         1260   20   50 Qd Jc
Data      810516058  3  3 f   -     -     -         1290    0    0 
Data      810516063  3  2 Bf  -     -     -         1290   10    0 
Data      810516102  3  1 Bc  b     -     -         1280   20    5 9s Tc
Data      810516123  3  3 r   b     -     -         1265   30   60 
Data      810516157  3  2 B   -     -     -         1295   10    0 3h Kc
Data      810516164  3  1 Bc  bc    k     k         1285   30    0 Qd Jc
Data      810516208  2  2 f   -     -     -         1255    0    0 
Data      810516215  2  2 B   -     -     -         1255   10   15 
Data      810516225  2  1 Br  -     -     -         1260   20   30 
Data      810516235  3  2 B   -     -     -         1270   10   15 
Data      810516245  3  1 Bc  kr    krr   b         1275  140  290 8h Kh
Data      810516290  3  3 f   -     -     -         1425    0    0 
Data      810516334  3  2 Bk  f     -     -         1425   10    0 
Data      810516352  3  1 Bf  -     -     -         1415    5    0 
Data      810516355  3  3 r   b     k     k         1410   30   65 Td Ts
Data      810516383  3  2 B   -     -     -         1445   10   15 
Data      810516391  3  1 Bf  -     -     -         1450    5    0 
Data      810516416  3  3 f   -     -     -         1445    0    0 
Data      810516433  3  2 Bf  -     -     -         1445   10    0 
Data      810516447  3  1 Br  b     -     -         1435   30   50 
Data      810516465  4  4 f   -     -     -         1455    0    0 
Data      810516494  4  3 r   b     k     k         1455   30    0 Ad Jh
Data      810516518  4  2 Bk  k     k     b         1425   30   50 
Data      810516547  4  1 Bc  bf    -     -         1445   20    0 
Data      810516567  4  4 f   -     -     -         1425    0    0 
Data      810516602  4  3 f   -     -     -         1425    0    0 
Data      810516626  4  2 Bk  f     -     -         1425   10    0 
Data      810516666  4  1 Bf  -     -     -         1415    5    0 
Data      810516693  4  4 f   -     -     -         1410    0    0 
Data      810516698  4  3 f   -     -     -         1410    0    0 
Data      810516726  4  2 Bf  -     -     -         1410   10    0 
Data      810516734  4  1 Bc  k     k     b         1400   30   40 Ad 2s
Data      810516767  4  4 f   -     -     -         1410    0    0 
Data      810516788  4  3 f   -     -     -         1410    0    0 
Data      810516828  4  2 B   -     -     -         1410   10   15 
Data      810516835  4  1 Bc  b     b     b         1415   60  120 
Data      810516868  4  4 f   -     -     -         1475    0    0 
Data      810516891  5  4 f   -     -     -         1475    0    0 
Data      810516934  5  3 Q   -     -     -         1475    0    0 
Data      810517109  5  5 KQ  -     -     -         1475    0    0 
Data      810520383  2  2 B   -     -     -         1475   10   15 
Data      810520404  2  1 Bf  -     -     -         1480    5    0 
Data      810520407  2  2 B   -     -     -         1475   10   15 
Data      810520415  2  1 Br  b     -     -         1480   30   50 
Data      810520421  2  2 Bk  b     f     -         1500   20    0 
Data      810520434  2  1 Bc  k     k     k         1480   10   20 Ac 4c
Data      810520453  3  3 f   -     -     -         1490    0    0 
Data      810520460  3  2 B   -     -     -         1490   10   15 
Data      810520488  2  1 Bc  b     b     k         1495   40    0 Qh Th
Data      810520514  2  2 B   -     -     -         1455   10   15 
Data      810520519  2  1 Bf  -     -     -         1460    5    0 
Data      810520521  2  2 Bk  b     b     b         1455   60  100 
Data      810520546  3  1 Bcf -     -     -         1495   20    0 
Data      810520597  3  3 f   -     -     -         1475    0    0 
Data      810520616  3  2 Bf  -     -     -         1475   10    0 
Data      810520630  3  1 Brr bc    kc    krc       1465  150    0 As Jd
Data      810520667  2  2 cc  c     r     b         1315   90  160 
Data      810520710  2  2 B   -     -     -         1385   10   15 
Data      810520716  2  1 Bf  -     -     -         1390    5    0 
Data      810520717  2  2 Bf  -     -     -         1385   10    0 
Data      810520727  2  1 Bcc kf    -     -         1375   20    0 
Data      810520745  2  2 B   -     -     -         1355   10   15 
Data      810520748  2  1 Bcc kc    kc    kc        1360   70  140 8s Kc
Data      810520770  2  2 Bf  -     -     -         1430   10    0 
Data      810520777  2  1 Bf  -     -     -         1420    5    0 
Data      810520782  2  2 Brc c     c     c         1415   90  180 Ah 2c
Data      810520808  2  1 Bf  -     -     -         1505    5    0 
Data      810520819  2  2 Brc c     c     c         1500   90    0 5s Ad
Data      810520838  2  1 Bf  -     -     -         1410    5    0 
Data      810520842  2  2 Br  c     c     c         1405   80    0 Ac 5h
Data      810520871  2  1 Bf  -     -     -         1325    5    0 
Data      810520877  3  2 Brc r     -     -         1320   60  150 
Data      810520916  4  1 Bcc kf    -     -         1410   40    0 
Data      810521004  4  4 f   -     -     -         1370    0    0 
Data      810521063  4  3 f   -     -     -         1370    0    0 
Data      810521143  3  2 Bk  b     b     -         1370   40   65 
Data      810521180  3  1 Bf  -     -     -         1395    5    0 
Data      810521233  3  3 f   -     -     -         1390    0    0 
Data      810521276  3  2 Bf  -     -     -         1390   10    0 
Data      810521291  3  1 Bc  k     b     -         1380   30   50 
Data      810521324  3  3 rc  f     -     -         1400   30    0 
Data      810521343  3  2 Bf  -     -     -         1370   10    0 
Data      810521380  3  1 Bc  b     kf    -         1360   30    0 
Data      810521429  3  3 rc  b     k     b         1330   60  140 
Data      810521520  3  2 Bk  k     b     -         1410   30   45 
Data      810521550  2  1 Bf  -     -     -         1425    5    0 
Data      810521553  2  2 Bk  f     -     -         1420   10    0 
Data      810521575  3  1 Bf  -     -     -         1410    5    0 
Data      810521625  4  4 f   -     -     -         1405    0    0 
Data      810521657  5  4 r   f     -     -         1405   20    0 
Data      810521712  5  3 c   b     bf    -         1385   40    0 
Data      810521777  6  3 c   k     b     k         1345   30   75 Qc 3c
Data      810521825  6  2 Bc  f     -     -         1390   20    0 
Data      810521907  4  1 Bc  bc    kf    -         1370   30    0 
Data      810521953  3  3 r   b     -     -         1340   30   60 
Data      810521974  3  2 B   -     -     -         1370   10   15 
Data      810521990  3  1 Bc  kc    kc    k         1375   50  110 Kd Ts
Data      810522023  2  2 rQ  -     -     -         1435   20   30 
Data      810580130  2  1 BQ  -     -     -         1445   10   10 
Data      810580564  2  1 Bc  b     -     -         1445   20   30 
Data      810580611  4  4 f   -     -     -         1455    0    0 
Data      810580628  4  3 f   -     -     -         1455    0    0 
Data      810580713  5  3 f   -     -     -         1455    0    0 
Data      810580751  5  2 Bk  k     k     kf        1455   10    0 
Data      810580866  5  1 Bc  bc    kc    k         1445   50  120 Td Qd
Data      810580920  5  5 f   -     -     -         1515    0    0 
Data      810580979  5  4 f   -     -     -         1515    0    0 
Data      810581015  5  3 f   -     -     -         1515    0    0 
Data      810581138  4  1 B   -     -     -         1515   10   10 
Data      810581146  4  1 Bc  k     k     k         1515   10    0 Jd 9s
Data      810581175  4  4 r   b     b     b         1505   70  170 
Data      810581273  4  3 f   -     -     -         1605    0    0 
Data      810581303  4  2 Bk  k     b     b         1605   50   85 
Data      810581345  4  1 Bc  k     bc    kf        1640   50    0 
Data      810581413  4  4 f   -     -     -         1590    0    0 
Data      810581446  4  3 f   -     -     -         1590    0    0 
Data      810581469  4  2 Bc  cf    -     -         1590   30    0 
Data      810581532  4  1 Bc  kc    kc    kr        1560   80  180 3c 3s
Data      810581589  5  5 f   -     -     -         1660    0    0 
Data      810581688  3  2 Bk  b     b     -         1660   40   60 
Data      810581729  3  1 Bc  k     kf    -         1680   10    0 
Data      810581791  3  3 c   c     b     b         1670   60  105 
Data      810581834  3  2 Br  b     k     c         1715   50    0 Kc Ks
Data      810581865  3  1 Bc  k     k     k         1665   10    0 Ah 7s
Data      810581924  3  3 f   -     -     -         1655    0    0 
Data      810581978  3  2 Bk  k     b     -         1655   30   45 
Data      810582023  3  1 Br  -     -     -         1670   20   30 
Data      810582035  3  3 c   b     -     -         1680   20   35 
Data      810582068  3  2 Bf  -     -     -         1695   10    0 
Data      810582103  3  1 Br  bf    -     -         1685   30    0 
Data      810582150  2  2 B   -     -     -         1655   10   15 
Data      810582159  2  1 Bf  -     -     -         1660    5    0 
Data      810582162  2  2 B   -     -     -         1655   10   15 
Data      810582166  2  1 Bf  -     -     -         1660    5    0 
Data      810582173  2  2 Bk  k     b     -         1655   30   40 
Data      810582188  2  1 Bc  b     -     -         1665   20   30 
Data      810582197  2  2 Bk  k     b     f         1675   30    0 
Data      810582213  2  1 Bf  -     -     -         1645    5    0 
Data      810582216  2  2 Bk  k     b     -         1640   30   40 
Data      810582233  2  1 Bf  -     -     -         1650    5    0 
Data      810582235  2  2 Bk  rc    b     b         1645   80  140 
Data      810582266  2  1 Bf  -     -     -         1705    5    0 
Data      810582269  2  2 Bk  k     b     k         1700   30   60 Ks 3s
Data      810582288  2  1 Bc  k     k     b         1730   30   40 
Data      810582311  2  2 B   -     -     -         1740   10   15 
Data      810582315  2  1 Bf  -     -     -         1745    5    0 
Data      810582317  2  2 Bk  b     k     k         1740   20   40 Qs 7h
Data      810582336  2  1 Bf  -     -     -         1760    5    0 
Data      810582339  2  2 Bk  c     r     b         1755   80  140 
Data      810582365  2  1 Bc  k     b     -         1815   30   40 
Data      810582377  2  2 Bk  b     b     b         1825   60  120 6d 7s
Data      810582398  2  1 Bf  -     -     -         1885    5    0 
Data      810582403  2  2 B   -     -     -         1880   10   15 
Data      810582408  2  1 Bf  -     -     -         1885    5    0 
Data      810582412  2  2 Bk  b     -     -         1880   20   30 
Data      810582425  2  1 Bf  -     -     -         1890    5    0 
Data      810582428  2  2 B   -     -     -         1885   10   15 
Data      810582449  2  1 Bc  k     k     k         1890   10    0 6c Ks
Data      810582492  2  2 B   -     -     -         1880   10   15 
Data      810582497  2  1 Bc  kf    -     -         1885   10    0 
Data      810582515  2  2 B   -     -     -         1875   10   15 
Data      810582519  2  1 Bcf -     -     -         1880   10    0 
Data      810582526  2  2 B   -     -     -         1870   10   15 
Data      810582530  2  1 Bc  b     b     k         1875   40   80 9h 7s
Data      810582550  2  2 Br  k     b     -         1915   40   60 
Data      810582572  2  1 Bf  -     -     -         1935    5    0 
Data      810582576  2  2 Bk  k     k     k         1930   10    0 Kh 2c
Data      810582592  2  1 Bc  k     k     k         1920   10   20 Tc Js
Data      810582610  2  2 B   -     -     -         1930   10   15 
Data      810582611  2  1 Br  -     -     -         1935   20   30 
Data      810582620  2  2 B   -     -     -         1945   10   15 
Data      810582628  2  1 Bc  k     k     k         1950   10    0 6d Qd
Data      810582659  2  2 B   -     -     -         1940   10   15 
Data      810582664  2  1 Bf  -     -     -         1945    5    0 
Data      810582667  2  2 Br  k     r     b         1940   80  160 7s 7h
Data      810582705  2  1 Bf  -     -     -         2020    5    0 
Data      810582713  2  2 B   -     -     -         2015   10   15 
Data      810582717  2  1 Br  -     -     -         2020   20   30 
Data      810582733  2  2 Bk  k     k     k         2030   10    0 Tc 4c
Data      810582755  3  1 Bc  k     b     kf        2020   30    0 
Data      810582790  3  3 f   -     -     -         1990    0    0 
Data      810582796  3  2 Bk  k     k     k         1990   10   20 3h 7d
Data      810582822  3  1 Br  -     -     -         2000   20   30 
Data      810582843  3  3 r   k     f     -         2010   20    0 
Data      810582870  3  2 Bk  k     b     -         1990   30   50 
Data      810582939  3  1 Bc  k     kf    -         2010   10    0 
Data      810582972  4  4 Q   -     -     -         2000    0    0 
Data      810602661  8  3 cc  rc    b     r         3995  110  250 Qh Jh
Data      810602730  7  2 Bf  -     -     -         4135   10    0 
Data      810602759  7  1 Bf  -     -     -         4125    5    0 
Data      810602820  7  7 f   -     -     -         4120    0    0 
Data      810602835  7  6 r   b     b     -         4120   50   95 
Data      810602887  7  5 f   -     -     -         4165    0    0 
Data      810602950  7  4 f   -     -     -         4165    0    0 
Data      810603037  7  3 f   -     -     -         4165    0    0 
Data      810603115  7  2 Bf  -     -     -         4165   10    0 
Data      810603160  7  1 Bf  -     -     -         4155    5    0 
Data      810603198  7  7 f   -     -     -         4150    0    0 
Data      810603246  8  7 f   -     -     -         4150    0    0 
Data      810603339  8  6 f   -     -     -         4150    0    0 
Data      810603433  8  5 f   -     -     -         4150    0    0 
